Author,Editor,DLL Work Authority Record(s),Title,Place,Publisher,Date,Url,Publication Year,Num Pages,Number Of Volumes,Short Title,Series,Archive,Library Catalog,Manual Tags,Automatic Tags
"89555 : Stangl, Thomas, 1854-1921",,,Ciceronis orationvm scholiastae. Asconivs. Scholia Bobiensia. Scholia psevdasconii Sangallensia. Scholia Clvniacensia et recentiora Ambrosiana ac Vaticana. Scholia Lvgdvnensia sive Gronoviana et eorvm excerpta Lvgdvnensia.,"Vindobonae, Lipsiae",in aedibus F. Tempsky; in aedibvs G. Freytag,1912,https://catalog.hathitrust.org/Record/008900049,1912,351 p.,,,,HathiTrust,Princeton University,Roman law.,
"45036 : Cicero, Marcus Tullius","89532 : La Ville de Mirmont, H. de (Henri), 1858-1924",,Cicéron; extraits et analyses des principaux discours.,Paris,Garnier,1902,https://catalog.hathitrust.org/Record/008910854,1902,539 p.,,,,HathiTrust,Princeton University,COPIED TO NOT TEUBNER,
Georgius,"89524 : Boor, Carl de 1848-1923",,Chronicon edidit Carolus de Boor.,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100192635,1904,,2 v.,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Illinois at Urbana-Champaign,History.; Byzantine Empire,
"89574 : Hippolytus, Antipope, approximately 170-235 or 236","Frick, Carl",,Chronica minora collegit et emendavit Carolvs Frick. vol. I. Accedvnt Hippolyti Romani praeter canonem paschalem fragmenta chronologica.,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/000433877,1892,637 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Michigan,Chronology,
"44793 : Catullus, Gaius Valerius","84045 : Baehrens, Emil, 1848-1888",,Catulli Veronensis liber,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100853137,1893,127 p.,,,,HathiTrust,University of California,,
"44793 : Catullus, Gaius Valerius; 45713 : Cinna, C. Helvius; 45707 : Calvus, C. Licinius Macer; 45797 : Laevius; 45347 : Propertius, Sextus; 45417 : Tibullus","84127 : Müller, Lucian, 1836-1898",,"Catulli Tibulli, Propertii Carmina. Accedunt Laevii, Calvi, Cinnae, aliorum reliquiae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100583842,1904,137 p.,,,,HathiTrust,University of California,,
"45036 : Cicero, Marcus Tullius",,,Cato maior de senectute ; Laelius de amicitia ; Paradoxa,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/100487307,1891,213 p.,,,,HathiTrust,Harvard University,,
"44793 : Catullus, Gaius Valerius",,,"Catulli, Tibulli, Propertii Carmina: Accedunt Laevii, Calvi, Cinnae aliorum reliquiae et Priapea",Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/100739565,1901,510 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Chicago,,
"44793 : Catullus, Gaius Valerius; Priapea; 45713 : Cinna, C. Helvius; 45707 : Calvus, C. Licinius Macer; 45797 : Laevius; 45347 : Propertius, Sextus; 45417 : Tibullus","84127 : Müller, Lucian, 1836-1898",,"Catvlli, Tibvlli, Propertii Carmina. Accedvnt Laevii, Calvi, Cinnae, aliorvm reliqviae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1870,https://catalog.hathitrust.org/Record/011531194,1870,138 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Harvard University,,
"44793 : Catullus, Gaius Valerius; 45713 : Cinna, C. Helvius; 45707 : Calvus, C. Licinius Macer; 45797 : Laevius; 45347 : Propertius, Sextus; 45417 : Tibullus","84127 : Müller, Lucian, 1836-1898",,"Catvlli, Tibvlli, Propertii Carmina. Accedvnt Laevii, Calvi, Cinnae, aliorvm reliqviae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/100323398,1892,138 p.,,,,HathiTrust,Harvard University,,
"45036 : Cicero, Marcus Tullius","84133 : Plasberg, Otto, 1869-1924; 89541 : Simbeck, Karl, 1882-1944",,Cato maior ; Laelius,Lipsiae,in aedibus B. G. Teubneri,1917,https://catalog.hathitrust.org/Record/100894726,1917,96 p.,,,,HathiTrust,University of California,,
45367 : Sallust,"84059 : Eussner, Adam, 1844-",,"Catilina, Jugurtha, ex Historiis orationes et epistulae",Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/100390327,1889,,,,Bibliotheca script. graec. et hom. teubneriana,HathiTrust,Harvard University,,
"44793 : Catullus, Gaius Valerius; Priapea; 45713 : Cinna, C. Helvius; 45707 : Calvus, C. Licinius Macer; 45797 : Laevius; 45347 : Propertius, Sextus; 45417 : Tibullus","84127 : Müller, Lucian, 1836-1898",,"Catvlli, Tibvlli, Propertii Carmina. Accedvnt Laevii, Calvi, Cinnae, aliorvm reliqviae et Priapea.",Lipsiae,in aedibus B. G. Teubneri,1885,https://catalog.hathitrust.org/Record/012467713,1885,138 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Cornell University,,
"89550 : Cebes, Of Thebes","89552 : Drosihn, Friedrich, -1871",,Cebetis Tabula,Lipsiae,in aedibus B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/011534379,1871,39 p.,,,,HathiTrust,Harvard University,,
44653 : Censorinus,"89602 : Hultsch, Fridericus (Friedrich Otto), 1833-1906",,Censorini De die natali liber,Lipsiae,in aedibus B. G. Teubneri,1867,https://catalog.hathitrust.org/Record/011529958,1867,98 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,Harvard University,"Calendar.; Chronology, Historical.",
,"89564 : Morawski, Kazimierz, 1852-1925",,"Charisteria Casimiro de Morawski septuagenario oblata ab amicis, collegis, discipulis.",Cracoviae,"Liber editus cura Societatis Philologae Polonae auxilio Ministerii Instructionis Publicae prostat apud ""Krakowska Spólka Wydawnicza""",1922,https://catalog.hathitrust.org/Record/001227369,1922,308 p.,,,,HathiTrust,Harvard University,Rome; COPIED TO NOT TEUBNER; Civilization; Civilization.; Classical philology; Greece,
,"Frick, Carl",,Chronica minora collegit et emendavit Carolvs Frick.,Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/007964412,1892,,,,,HathiTrust,University of Wisconsin - Madison,,
45367 : Sallust,,,"Catilina, Iugurtha, ex historiis, orationes et epistulae.",Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/001809773,1891,146 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
45367 : Sallust,"84059 : Eussner, Adam, 1844-",,Catilina Iugurtha: ex historiis orationes et epistulae,Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/101850069,1900,146 p.,,Catilina Iugurtha,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of California,"Rome; History; Conspiracy of Catiline, 65-62 B.C.; Jugurthine War, 111-105 B.C.",
89570 : Eratosthenes,"89579 : Olivieri, Alexander, 1872-1950",,Catasterismi,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/009032915,1897,,,,Mythographi Graeci,HathiTrust,Princeton University,,
,"89589 : Ziegler, Konrat, 1884-1974; 89701 : Wunsch, Richard, 1869-1911; Türk, Gustav; 89582 : Skutsch, Franz, 1865-1912; 89573 : Hilka, Alfons, 1877-1939",,"Catalogvs codicvm latinorvm classicorvm qvi in Bibliotheca vrbica wratislaviensi adservantvr sociis Alfonso Hilka, Francisco Skvtsch Gvstavo Tverk, Ricardo Wvensch, compositvs a Konrato Ziegler.",Wratislaviae,prostat apud M. & H. Marcus,1915,https://catalog.hathitrust.org/Record/009025986,1915,289 p.,,,,HathiTrust,Princeton University,"COPIED TO NOT TEUBNER; Catalogs.; Manuscripts, Latin; Manuscripts, German",
,,,Catalogue dissertaionum philologicarum classicarum.  Editio II: verzeichnis von etwa 27400 abhandlungen aus dem gesamtgebiete der Klassischen philologie und altertumskunde,Leipzig,"G. Fock, g. m. b. h.",1910,https://catalog.hathitrust.org/Record/010602598,1910,652 p.,,Catalogue dissertaionum philologicarum classicarum.  Editio II,,HathiTrust,Northwestern University,"COPIED TO NOT TEUBNER; Catalogs.; Classical philology; Bibliography; Bibliography.; Dissertations, Academic",
,,,Catalogue dissertaionum philologicarum classicarum.  Editio II: Verzeichnis von etwa 27400 abhandlungen aus dem gesamtgebiete der Klassischen philologie und altertumskunde,Leipzig,"G. Fock, g. m. b. h.",1910,https://catalog.hathitrust.org/Record/001178317,1910,652 p.,,Catalogue dissertaionum philologicarum classicarum.  Editio II,,HathiTrust,Princeton University,"COPIED TO NOT TEUBNER; Catalogs.; Classical philology; Bibliography; Bibliography.; Dissertations, Academic",
44649 : Cassius Felix,"84140 : Rose, Valentin, 1829-1916",,"Cassii Felicis De medicina: ex graecis logicae sectae auctoribus liber translatus, sub Artabure et Calepio consulibus (anno 447)",Lipsiae,in aedibus B. G. Teubneri,1879,https://catalog.hathitrust.org/Record/100321625,1879,260 p.,,Cassii Felicis De medicina,,HathiTrust,Harvard University,Greek and Roman.; Medicine,
"89583 : Struve, K. L. (Karl Ludwig), 1785-1838",,,Caroli Ludovici Struve ... Opuscula selecta,Lipsiae,sumptibus et typis B. G. Teubneri,1854,https://catalog.hathitrust.org/Record/006505520,1854,,2 v.,,,HathiTrust,University of California,Classical philology.,
"44793 : Catullus, Gaius Valerius",,,Carmina,Lipsiae,in aedibus B. G. Teubneri,1891,https://catalog.hathitrust.org/Record/001725173,1891,74 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Michigan,,
45165 : Horace,,,Carmina.,Lipsiae,in aedibus B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/001808612,1898,303 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Michigan,,
44669 : Commodianus,"89551 : Dombart, Bernhard, 1832-1907",,Carmina.,New York,Johnson Reprint,1968,https://catalog.hathitrust.org/Record/101759275,1968,250 p.,,,Corpus scriptorum ecclesiasticorum Latinorum,HathiTrust,University of California,COPIED TO NOT TEUBNER,
"44793 : Catullus, Gaius Valerius","84127 : Müller, Lucian, 1836-1898",,Carmina: recensuit Lucianus Mueller.,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/011223328,1903,74 p.,,Carmina,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,University of Minnesota,,
"49542 : Claudianus, Claudius","89531 : Koch, Julius, 1866-",,Carmina,Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/011821395,1893,346 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,HathiTrust,Indiana University,Latin.; Laudatory poetry,
"45342 : Porfyrius, P. Optatianus","84127 : Müller, Lucian, 1836-1898",,Carmina,Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100558232,1877,76 p.,,,,HathiTrust,Harvard University,,
45165 : Horace,,,Carmina,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100151349,1907,390 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana. [S.R.],HathiTrust,Cornell University,,
45165 : Horace,"84186 : Vollmer, Friedrich, 1867-1923",,Carmina,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/100151350,1908,275 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [S.r.],HathiTrust,Cornell University,,
45165 : Horace,"84127 : Müller, Lucian, 1836-1898",,Carmina,Lipsiae,in aedibus B. G. Teubneri,1897,https://catalog.hathitrust.org/Record/011665083,1897,303 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Cornell University,,
"44793 : Catullus, Gaius Valerius",,,Carmina,Lipsiae,in aedibus B. G. Teubneri,1885,https://catalog.hathitrust.org/Record/001725172,1885,74 p.,,,,HathiTrust,University of Michigan,,
84035 : Aeschylus,"84178 : Schroeder, Otto, 1851-1937",,Cantica,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100198474,1907,120 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign,Choruses.,
84058 : Euripides,"84178 : Schroeder, Otto, 1851-1937",,Cantica,Lipsiae,in aedibus B. G. Teubneri,1910,https://catalog.hathitrust.org/Record/012445072,1910,196 p.,,,,HathiTrust,Cornell University,,
45704 : Calpurnius Flaccus,"84116 : Lehnert, Georg, 1871-",,Calpurnii Flacci Declamationes,Lipsiae,in aedibus B. G. Teubneri,1903,https://catalog.hathitrust.org/Record/100320143,1903,64 p.,,,,HathiTrust,Harvard University,"Rhetoric, Ancient.; Speeches, addresses, etc., Latin.",
89559 : Homer,,,Carmina ad optimorum librorum fidem expressa curante,Lipsiae,sumptibus et typis B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/100481693,1877,,,,,HathiTrust,Harvard University,,
89567: Anacreon,"89580 : Preisendanz, Karl, 1883-1968; 84140 : Rose, Valentin, 1829-1916",,Carmina Anacreontea e Bybl. nat. par. gr. svppl. 384,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/100151384,1912,66 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana.,HathiTrust,Cornell University,,
84044 : Bacchylides,"84048 : Blass, Friedrich, 1843-1907",,Carmina cum fragmentis,Lipsiae,in aedibus B. G. Teubneri,1899,https://catalog.hathitrust.org/Record/012347681,1899,207 p.,,,,HathiTrust,University of Minnesota,,
89733 : Pindar,"84050 : Christ, Wilhelm von, 1831-1906",,"Carmina, cum deperditorum fragmentis selectis",Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100027585,1904,351 p.,,,,HathiTrust,University of Minnesota,,
"89544 : Bach, Johann Nicolaus, 1802-1841",,,"Callini Ephesii, Tyrtaei Aphidnaei, Asii Samii Carminum quae supersunt. Disposuit emendavit illustravit Nicolaus Bachius.",Lipsiae,sumtibus F. C. G. Vogelii,1831,https://catalog.hathitrust.org/Record/009722516,1831,151  p.,,,,HathiTrust,Harvard University,COPIED TO NOT TEUBNER,
"89732 : Caecilius, Calactinus","89558 : Ofenloch, Ernest, 1884-",,Caecilii Calactini fragmenta collegit Ernestvs Ofenloch.,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/001222666,1907,242 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Michigan,,
"45338 : Pliny, the Elder","89546 : Beck, J. W. (Jan Wibertus)",,C.Plinii Secundi Librorum dubii sermonis VIII reliquiae,Lipsiae,in aedibus B. G. Teubneri,1894,https://catalog.hathitrust.org/Record/100388111,1894,96 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana. [Scriptores romani],HathiTrust,Harvard University,Latin language; Inflection.; Orthography and spelling.,
"44794 : Juvencus, Caius Vettius Aquilinus","84120 : Marold, Karl",,C. Vetti Aquilini Iuvenci Libri Evangeliorum IIII.,Lipsiae,in aedibus B. G. Teubneri,1886,https://catalog.hathitrust.org/Record/006500845,1886,119 p.,,,,HathiTrust,University of California,,
45932 : Velleius Paterculus,"89560 : Halm, Karl, 1809-1882",,C. Vellei Paterculi ex Historiae Romanae libris duobus quae supersunt. Apparatu critico adiecto edidit Carolus Halm.,Lipsiae,in aedibus Teubnerianis,1876,https://catalog.hathitrust.org/Record/001810351,1876,170 p.,,,,HathiTrust,University of Illinois at Urbana-Champaign,Rome; History.,
45932 : Velleius Paterculus,"89560 : Halm, Karl, 1809-1882",,C. Vellei Paterculi ex Historiae romanae libris duobus quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1909,https://catalog.hathitrust.org/Record/100781548,1909,170 p.,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,University of Iowa,Rome; History,
"45426 : Valerius Flaccus, Gaius","89554 : Thilo, Georg, 1831-1893",,C. Valeri Flacci Setini Balbi Argonauticon libri octo.,Halis Saxon,Orphanotrophei,1863,https://catalog.hathitrust.org/Record/008467413,1863,256 p.,,,,HathiTrust,University of California,COPIED TO NOT TEUBNER; Argonauts (Greek mythology),
"45426 : Valerius Flaccus, Gaius","89554 : Thilo, Georg, 1831-1893",,C. Valeri Flacci ... Argonavticon libri octo,Halis Saxonvm,Svmptibvs et formis orphanotrophei,1863,https://catalog.hathitrust.org/Record/012409963,1863,256 p.,,,Argonautica,HathiTrust,University of Minnesota,COPIED TO NOT TEUBNER,
"45399 : Suetonius, approximately 69-approximately 122","84138 : Ritschl, Friedrich Wilhelm, 1806-1876; 84136 : Reifferscheid, August, 1835-1887",,C. Svetoni Tranqvilli praeter Caesarvm libros reliqviae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/011600754,1860,565 p.,,,C. Suetoni Tranquilli praeter Caesarum libros reliquiae.,HathiTrust,Harvard University,,
"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",,C. Svetoni Tranqvilli opera.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/007117707,1908,,,,Bibliotheca scriptorum graecorum et romanorum Teubneriana,HathiTrust,Princeton University,,
"45399 : Suetonius, approximately 69-approximately 122","84099 : Ihm, Max, 1863-1909",,C. Svetoni Tranqvilli Opera,Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/000909794,1907,,,,,HathiTrust,University of Michigan,,
44546 : Apuleius,"84185: Vliet, Joannes van der, 1847-1902",,"Apologia, sive, De magia liber, et Florida",Lipsiae,in aedibus B. G. Teubneri,1900,https://catalog.hathitrust.org/Record/100684828,1900,202 p.,,,,HathiTrust,University of Minnesota,,
,"84049 : Buecheler, Franz, 1837-1908; 84137 : Riese, Alexander, 1840-1922",,"Anthologia Latina, sive Poesis Latinae supplementum.",Lipsiae,in aedibus B. G. Teubneri,1869,https://catalog.hathitrust.org/Record/100570364,1869,,2,,,HathiTrust,University of Illinois at Urbana-Champaign,,
44546 : Apuleius,"84091 : Helm, Rudolf Wilhelm Oskar, 1872-1966",,Apulei Opera quae supersunt.,Lipsiae,in aedibus B. G. Teubneri,1905,https://catalog.hathitrust.org/Record/011589462,1905,,,,Works,HathiTrust,University of California,,
84041 : Arrian,"84093 : Hercher, Rudolf, 1821-1878",,Arriani Nicomediensis scripta minora.,Lipsiae,sumptibus et typis B. G. Teubneri,1854,https://catalog.hathitrust.org/Record/001812496,1854,300 p.,,,,HathiTrust,University of Michigan,,
,"89557 : Peerlkamp, Petrus Hofman, 1786-1865; 89561 : Hamaker, H. A. (Hendrik Arent), 1789-1835; 89553 : Geel, Jacob, 1789-1862; 89545 : Bake, John, 1787-1864",,Bibliotheca critica nova.,Lugduni Batavorum,apud S. et I. Luchtmans,1825,https://catalog.hathitrust.org/Record/009722719,1825,,5 v.,,,HathiTrust,,COPIED TO NOT TEUBNER; History and criticism.; Bibliography.; Books; Classical literature; Reviews.,
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,sumptibus et typis B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/100836266,1893,357 p.,,,,HathiTrust,University of Iowa,,
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,sumptibus et typis B. G. Teubneri,1865,https://catalog.hathitrust.org/Record/100639438,1865,357 p.,,,,HathiTrust,University of California,,
"45399 : Suetonius, approximately 69-approximately 122",,,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,in aedibus B. G. Tuebneri,1898,https://catalog.hathitrust.org/Record/009774583,1898,357 p.,,,,HathiTrust,Harvard University,"Rome; Rome.; History; Emperors; Empire, 30 B.C.-284 A.D.",
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,sumptibus et typis B. G. Teubneri,1858,https://catalog.hathitrust.org/Record/011617221,1858,357 p.,,,Bibliotheca scriptores Graecorum et Romanorum Teubneriana,HathiTrust,Harvard University,,
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Teubneri,1902,https://catalog.hathitrust.org/Record/100479859,1902,357 p.,,,,HathiTrust,Harvard University,,
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia.,Lipsiae,sumptibus et typis B. G. Teubneri,1871,https://catalog.hathitrust.org/Record/011555561,1871,357 p.,,,,HathiTrust,Harvard University,,
"45399 : Suetonius, approximately 69-approximately 122",,,"C. Suetoni Tranquilli, de vita Caesarum libri VIII",Lipsiae,in aedibus B. G. Teubneri,1907,https://catalog.hathitrust.org/Record/100151354,1907,375 p.,,,De vita Caesarum,HathiTrust,Cornell University,Rome.; Emperors,
"45399 : Suetonius, approximately 69-approximately 122","84142 : Roth, Karl Ludwig, 1790-1868",,C. Suetoni Tranquilli quae supersunt omnia,Lipsiae,in aedibus B. G. Teubneri,1904,https://catalog.hathitrust.org/Record/100332272,1904,357 p.,,,,HathiTrust,Harvard University,"Rome; Rome.; History; Emperors; Empire, 30 B.C.-284 A.D.",
"45399 : Suetonius, approximately 69-approximately 122","84138: Ritschl, Friedrich Wilhelm, 1806-1876; 84136: Reifferscheid, August, 1835-1887",,C. Suetoni Tranquilli Praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/007113113,1860,565p.,,,,HathiTrust,University of California,,
"45399 : Suetonius, approximately 69-approximately 122",,,C. Suetoni Tranquilli praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/001809997,1860,565 p.,,,,HathiTrust,University of Michigan,,
"45399 : Suetonius, approximately 69-approximately 122",,,C. Suetoni Tranquilli opera.,Lipsiae,in aedibus B. G. Teubneri,1908,https://catalog.hathitrust.org/Record/011665036,1908,359 p.,,,,HathiTrust,Cornell University,,
"45399 : Suetonius, approximately 69-approximately 122","84138 : Ritschl, Friedrich Wilhelm, 1806-1876; 84136: Reifferscheid, August, 1835-1887",,C. Suetonii Tranquilli praeter Caesarum libros reliquiae,Lipsiae,sumptibus et formis B. G. Teubneri,1860,https://catalog.hathitrust.org/Record/100837180,1860,565 p.,,,,HathiTrust,University of Iowa,,
"45399 : Suetonius, approximately 69-approximately 122",,,"C. Suetoni Tranquilli, quae supersunt omnia",Lipsiae,in aedibus B. G. Teubneri,1877,https://catalog.hathitrust.org/Record/001809998,1877,357 p.,,,,HathiTrust,University of Michigan,,
"45383 : Sidonius Apollinaris, Saint, 431 or 432-approximately 487","89563 : Mohr, Paul",,C. Sollius Apollinaris Sidonius,Lipsiae,in aedibus B. G. Teubneri,1895,https://catalog.hathitrust.org/Record/100579062,1895,394 p.,,,,HathiTrust,Cornell University,,
84082 : Pelagonius; 84131 : Pelagonius,,,"Pelagonii artis veterinariae quae extant recensuit, praefatus",Lipsiae,in aedibus B. G. Teubneri,1892,https://catalog.hathitrust.org/Record/012445047,1892,244 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Cornell University,,
"45105 : Orosius, Paulus","Zangemeister, Karl Friedrich Wilhelm, 1837-1902",,Pauli Orosii Historiarum adversum paganos libri VII,Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/008394707,1889,371 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Columbia University,"History, Ancient.; World history.",
,,,Pamphlets on Christian and medieval Latin authors.,Halle,,1844,https://catalog.hathitrust.org/Record/006728817,1844,,,,,Hathi Trust,University of California,"COPIED TO NOT TEUBNER; History and criticism.; Bio-bibliography.; Latin literature, Medieval and modern",
45429 : Virgil,"Jahn, Johann Christian",,P. Virgilii Maronis Opera omnia. Ex recensione Ioann. Christiani Iahn. Editio quarta.,Lipsiae,sumptibus et typis B. G. Teubneri,1852,https://catalog.hathitrust.org/Record/001810436,1852,384 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,University of Michigan,,
45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,Phaedri Avgvsti liberti Fabvlae Aesopiae,Lipsiae,B. G. Teubneri,1890,https://catalog.hathitrust.org/Record/001809445,1890,66 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,,
45429 : Virgil,"Güthling, Otto, 1853-1931",,"P. Vergili Maronis Bucolica, Georgica et Aeneis",Lipsiae,in aedibus B. G. Teubneri,1901,https://catalog.hathitrust.org/Record/000909913,1901,,,,,Hathi Trust,University of Michigan,,
45429 : Virgil,"Ribbeck, Otto, 1827-1898",,P. Vergili Maronis Aeneis in usum scholarum,Lipsiae,B. G. Teubner,1901,https://catalog.hathitrust.org/Record/011725260,1901,409 p.,,,,Hathi Trust,University of Wisconsin - Madison,,
45884 : Phaedrus,"84127 : Müller, Lucian, 1836-1898",,Phaedri Avgvsti Liberti Fabvlae Aesopiae,Lipsiae,B. G. Teubneri,1898,https://catalog.hathitrust.org/Record/008910835,1898,66 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Princeton University,,
45429 : Virgil,"Janell, Walther, 1877-1932; Ribbeck, Otto, 1827-1898",,P. Vergili Maronis Aeneis,Lipsiae,in aedibus B. G. Teubneri,1920,https://catalog.hathitrust.org/Record/008235494,1920,301 p.,,,,Hathi Trust,University of California,,
45429 : Virgil,"Ribbeck, Otto, 1827-1898",,P. Vergili Maronis Bucolica et Georgica in usum scholarum recognovit Otto Ribbeck.,Lipsiae,in aedibus B. G. Teubneri,1884,https://catalog.hathitrust.org/Record/007027548,1884,85 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Pennsylvania State University,,
"45105 : Orosius, Paulus","Zangemeister, Karl Friedrich Wilhelm, 1837-1902",,"Pauli Orosii Historiarum adversum paganos, Iibri VII",Lipsiae,in aedibus B. G. Teubneri,1889,https://catalog.hathitrust.org/Record/006792480,1889,,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Indiana University,,
"89759 : Paulus, Aegineta","84090 : Heiberg, J. L. (Johan Ludvig), 1854-1928",,Pauli Aeginetae libri tertii interpretatio latina antiqua; adiuuante Instituto Puschmanniano lipsiensi,Lipsiae,in aedibus B. G. Teubneri,1912,https://catalog.hathitrust.org/Record/006792476,1912,242 p.,,,,Hathi Trust,University of Illinois at Urbana-Champaign,"fast; (OCoLC)fst01015251; Medicine, Greek and Roman.",
"89760 : Philostratus, the Athenian, active 2nd century-3rd century","Schenkl, Karl, 1827-1900; Benndorf, Otto, 1838-1907",,"Philostrati maioris Imagines, Ottonis Benndorfii et Caroli Schenkelii consilio et opera adivti recensvervnt Seminariorvm vindobonensivm sodales.",Lipsiae,in aedibus B. G. Teubneri,1893,https://catalog.hathitrust.org/Record/001845466,1893,267 p.,,,Bibliotheca scriptorum Graecorum et Romanorum Teubneriana,Hathi Trust,Harvard University,"Early works to 1800; Painting; Painting, Greco-Roman",
